datetime,symbol,open,high,low,close,volume
2025-01-03 19:30:00,CME_MINI:NQ1!,21538.0,21559.25,21528.75,21534.5,14695.0
2025-01-03 20:00:00,CME_MINI:NQ1!,21534.5,21534.5,21505.75,21522.25,15883.0
2025-01-03 20:30:00,CME_MINI:NQ1!,21522.25,21526.75,21474.75,21508.25,42061.0
2025-01-03 21:00:00,CME_MINI:NQ1!,21508.0,21513.75,21480.25,21483.75,12121.0
2025-01-03 21:30:00,CME_MINI:NQ1!,21483.25,21496.0,21476.5,21493.0,3319.0
2025-01-05 23:00:00,CME_MINI:NQ1!,21532.25,21544.75,21512.0,21519.0,3088.0
2025-01-05 23:30:00,CME_MINI:NQ1!,21519.0,21530.25,21501.75,21524.25,1610.0
2025-01-06 00:00:00,CME_MINI:NQ1!,21525.75,21536.25,21492.5,21503.25,2051.0
2025-01-06 00:30:00,CME_MINI:NQ1!,21501.75,21503.0,21478.25,21495.75,2487.0
2025-01-06 01:00:00,CME_MINI:NQ1!,21496.0,21507.0,21486.75,21492.25,2039.0
2025-01-06 01:30:00,CME_MINI:NQ1!,21492.5,21501.25,21482.5,21500.5,1743.0
2025-01-06 02:00:00,CME_MINI:NQ1!,21499.75,21518.75,21483.25,21503.25,2848.0
2025-01-06 02:30:00,CME_MINI:NQ1!,21503.5,21512.5,21496.5,21509.5,1681.0
2025-01-06 03:00:00,CME_MINI:NQ1!,21510.25,21513.75,21501.0,21505.75,1099.0
2025-01-06 03:30:00,CME_MINI:NQ1!,21506.25,21517.5,21504.75,21508.5,1143.0
2025-01-06 04:00:00,CME_MINI:NQ1!,21509.0,21519.25,21504.0,21517.25,923.0
2025-01-06 04:30:00,CME_MINI:NQ1!,21517.0,21524.0,21516.5,21523.0,771.0
2025-01-06 05:00:00,CME_MINI:NQ1!,21523.25,21541.0,21520.5,21539.75,1465.0
2025-01-06 05:30:00,CME_MINI:NQ1!,21540.75,21551.75,21534.5,21539.0,1790.0
2025-01-06 06:00:00,CME_MINI:NQ1!,21539.5,21544.5,21530.0,21538.5,1325.0
2025-01-06 06:30:00,CME_MINI:NQ1!,21538.25,21555.5,21536.5,21549.25,1610.0
2025-01-06 07:00:00,CME_MINI:NQ1!,21549.0,21569.25,21540.25,21566.25,3009.0
2025-01-06 07:30:00,CME_MINI:NQ1!,21566.25,21577.0,21564.25,21565.25,1970.0
2025-01-06 08:00:00,CME_MINI:NQ1!,21565.25,21594.75,21564.5,21575.75,4515.0
2025-01-06 08:30:00,CME_MINI:NQ1!,21575.5,21625.0,21572.5,21618.75,3957.0
2025-01-06 09:00:00,CME_MINI:NQ1!,21617.75,21654.0,21616.5,21642.5,5093.0
2025-01-06 09:30:00,CME_MINI:NQ1!,21643.5,21673.0,21634.75,21669.5,3545.0
2025-01-06 10:00:00,CME_MINI:NQ1!,21669.0,21693.25,21655.0,21679.5,4565.0
2025-01-06 10:30:00,CME_MINI:NQ1!,21680.0,21683.75,21659.5,21671.0,3282.0
2025-01-06 11:00:00,CME_MINI:NQ1!,21670.25,21727.0,21642.0,21724.25,9721.0
2025-01-06 11:30:00,CME_MINI:NQ1!,21724.5,21745.0,21708.75,21730.0,6982.0
2025-01-06 12:00:00,CME_MINI:NQ1!,21730.25,21738.0,21711.0,21728.75,5257.0
2025-01-06 12:30:00,CME_MINI:NQ1!,21728.75,21760.5,21714.5,21735.25,6350.0
2025-01-06 13:00:00,CME_MINI:NQ1!,21735.0,21742.0,21717.0,21741.5,5113.0
2025-01-06 13:30:00,CME_MINI:NQ1!,21742.0,21751.25,21707.0,21749.5,9070.0
2025-01-06 14:00:00,CME_MINI:NQ1!,21749.5,21756.0,21641.75,21732.5,28465.0
2025-01-06 14:30:00,CME_MINI:NQ1!,21732.75,21848.75,21723.5,21819.5,63304.0
2025-01-06 15:00:00,CME_MINI:NQ1!,21818.25,21886.75,21780.25,21877.5,45971.0
2025-01-06 15:30:00,CME_MINI:NQ1!,21877.0,21892.75,21843.75,21869.5,35294.0
2025-01-06 16:00:00,CME_MINI:NQ1!,21870.25,21896.75,21856.0,21889.0,24617.0
2025-01-06 16:30:00,CME_MINI:NQ1!,21888.5,21891.0,21844.5,21857.5,20588.0
2025-01-06 17:00:00,CME_MINI:NQ1!,21857.25,21869.25,21815.75,21827.25,22314.0
2025-01-06 17:30:00,CME_MINI:NQ1!,21827.25,21837.0,21768.75,21794.5,28915.0
2025-01-06 18:00:00,CME_MINI:NQ1!,21795.0,21795.75,21739.25,21785.5,26733.0
2025-01-06 18:30:00,CME_MINI:NQ1!,21786.0,21788.5,21701.5,21707.25,28923.0
2025-01-06 19:00:00,CME_MINI:NQ1!,21706.75,21723.25,21676.75,21709.25,28380.0
2025-01-06 19:30:00,CME_MINI:NQ1!,21710.0,21720.0,21657.5,21659.25,23307.0
2025-01-06 20:00:00,CME_MINI:NQ1!,21659.25,21731.25,21647.75,21727.0,24502.0
2025-01-06 20:30:00,CME_MINI:NQ1!,21727.0,21756.0,21672.25,21750.5,42806.0
2025-01-06 21:00:00,CME_MINI:NQ1!,21750.5,21783.0,21750.0,21773.75,15616.0
2025-01-06 21:30:00,CME_MINI:NQ1!,21773.5,21786.25,21773.0,21780.5,2372.0
2025-01-06 23:00:00,CME_MINI:NQ1!,21781.25,21796.25,21771.0,21775.75,2207.0
2025-01-06 23:30:00,CME_MINI:NQ1!,21774.75,21784.0,21768.75,21771.75,1468.0
2025-01-07 00:00:00,CME_MINI:NQ1!,21770.25,21775.75,21760.25,21765.0,1591.0
2025-01-07 00:30:00,CME_MINI:NQ1!,21765.0,21782.0,21750.0,21761.5,2153.0
2025-01-07 01:00:00,CME_MINI:NQ1!,21761.5,21769.25,21746.0,21748.75,2029.0
2025-01-07 01:30:00,CME_MINI:NQ1!,21749.5,21772.75,21747.75,21768.75,1450.0
2025-01-07 02:00:00,CME_MINI:NQ1!,21768.0,21785.5,21767.25,21778.5,1512.0
2025-01-07 02:30:00,CME_MINI:NQ1!,21778.5,21779.25,21733.75,21737.75,2377.0
2025-01-07 03:00:00,CME_MINI:NQ1!,21738.5,21742.0,21715.75,21736.25,3365.0
2025-01-07 03:30:00,CME_MINI:NQ1!,21737.0,21752.0,21732.25,21747.25,1847.0
2025-01-07 04:00:00,CME_MINI:NQ1!,21747.25,21747.75,21731.25,21741.75,1193.0
2025-01-07 04:30:00,CME_MINI:NQ1!,21742.25,21743.25,21719.0,21720.5,1558.0
2025-01-07 05:00:00,CME_MINI:NQ1!,21720.25,21727.5,21661.0,21687.25,4353.0
2025-01-07 05:30:00,CME_MINI:NQ1!,21687.75,21708.25,21682.0,21706.25,1869.0
2025-01-07 06:00:00,CME_MINI:NQ1!,21705.25,21716.0,21697.75,21706.75,1766.0
2025-01-07 06:30:00,CME_MINI:NQ1!,21707.25,21710.5,21684.25,21690.75,1864.0
2025-01-07 07:00:00,CME_MINI:NQ1!,21690.25,21729.25,21688.5,21711.75,2810.0
2025-01-07 07:30:00,CME_MINI:NQ1!,21712.25,21733.0,21701.25,21728.75,2263.0
2025-01-07 08:00:00,CME_MINI:NQ1!,21728.75,21736.0,21705.5,21712.0,3744.0
2025-01-07 08:30:00,CME_MINI:NQ1!,21713.5,21765.5,21709.5,21757.75,4316.0
2025-01-07 09:00:00,CME_MINI:NQ1!,21757.5,21774.5,21746.75,21757.5,3822.0
2025-01-07 09:30:00,CME_MINI:NQ1!,21757.75,21768.0,21724.25,21727.5,3782.0
2025-01-07 10:00:00,CME_MINI:NQ1!,21728.25,21770.25,21717.0,21758.75,3217.0
2025-01-07 10:30:00,CME_MINI:NQ1!,21759.5,21771.0,21754.0,21768.25,1784.0
2025-01-07 11:00:00,CME_MINI:NQ1!,21768.0,21771.5,21742.0,21763.75,2934.0
2025-01-07 11:30:00,CME_MINI:NQ1!,21764.0,21765.0,21720.5,21736.25,3317.0
2025-01-07 12:00:00,CME_MINI:NQ1!,21736.5,21749.75,21718.75,21730.75,3447.0
2025-01-07 12:30:00,CME_MINI:NQ1!,21730.75,21763.75,21729.5,21745.5,3664.0
2025-01-07 13:00:00,CME_MINI:NQ1!,21744.75,21759.5,21731.25,21745.5,4189.0
2025-01-07 13:30:00,CME_MINI:NQ1!,21746.5,21779.0,21735.0,21778.25,5315.0
2025-01-07 14:00:00,CME_MINI:NQ1!,21778.25,21797.25,21771.25,21791.75,10796.0
2025-01-07 14:30:00,CME_MINI:NQ1!,21791.75,21806.0,21695.25,21709.75,63631.0
2025-01-07 15:00:00,CME_MINI:NQ1!,21710.25,21710.25,21525.25,21577.25,87570.0
2025-01-07 15:30:00,CME_MINI:NQ1!,21577.0,21586.25,21399.5,21549.75,78027.0
2025-01-07 16:00:00,CME_MINI:NQ1!,21548.5,21573.25,21493.5,21555.5,43270.0
2025-01-07 16:30:00,CME_MINI:NQ1!,21554.5,21559.75,21425.5,21435.0,41728.0
2025-01-07 17:00:00,CME_MINI:NQ1!,21435.75,21475.75,21410.25,21429.0,26675.0
2025-01-07 17:30:00,CME_MINI:NQ1!,21429.0,21466.0,21387.0,21445.0,24913.0
2025-01-07 18:00:00,CME_MINI:NQ1!,21445.5,21517.25,21438.75,21508.5,19625.0
2025-01-07 18:30:00,CME_MINI:NQ1!,21507.0,21507.5,21427.75,21440.0,19893.0
2025-01-07 19:00:00,CME_MINI:NQ1!,21439.25,21474.75,21431.25,21456.75,18785.0
2025-01-07 19:30:00,CME_MINI:NQ1!,21456.25,21459.0,21403.0,21417.5,20349.0
2025-01-07 20:00:00,CME_MINI:NQ1!,21417.75,21423.0,21324.75,21327.0,28576.0
2025-01-07 20:30:00,CME_MINI:NQ1!,21327.25,21373.75,21279.5,21359.0,52125.0
2025-01-07 21:00:00,CME_MINI:NQ1!,21359.0,21394.5,21358.25,21383.0,12543.0
2025-01-07 21:30:00,CME_MINI:NQ1!,21383.5,21386.75,21369.0,21375.5,2862.0
2025-01-07 23:00:00,CME_MINI:NQ1!,21380.75,21380.75,21344.5,21370.0,3005.0
2025-01-07 23:30:00,CME_MINI:NQ1!,21370.75,21395.75,21365.5,21392.25,2365.0
2025-01-08 00:00:00,CME_MINI:NQ1!,21393.5,21406.0,21388.0,21401.5,2272.0
2025-01-08 00:30:00,CME_MINI:NQ1!,21401.25,21414.25,21398.0,21405.75,2038.0
2025-01-08 01:00:00,CME_MINI:NQ1!,21406.75,21414.75,21394.75,21408.25,2140.0
2025-01-08 01:30:00,CME_MINI:NQ1!,21408.0,21435.25,21405.75,21430.0,2523.0
2025-01-08 02:00:00,CME_MINI:NQ1!,21429.0,21437.0,21421.75,21424.5,1496.0
2025-01-08 02:30:00,CME_MINI:NQ1!,21424.75,21427.25,21402.0,21419.5,2561.0
2025-01-08 03:00:00,CME_MINI:NQ1!,21419.0,21424.25,21389.75,21401.75,2691.0
2025-01-08 03:30:00,CME_MINI:NQ1!,21402.0,21410.0,21395.0,21406.0,1391.0
2025-01-08 04:00:00,CME_MINI:NQ1!,21407.0,21419.25,21407.0,21413.25,1377.0
2025-01-08 04:30:00,CME_MINI:NQ1!,21412.75,21417.25,21384.5,21393.75,1579.0
2025-01-08 05:00:00,CME_MINI:NQ1!,21393.75,21413.0,21393.75,21411.0,1045.0
2025-01-08 05:30:00,CME_MINI:NQ1!,21411.5,21433.0,21406.25,21430.25,1335.0
2025-01-08 06:00:00,CME_MINI:NQ1!,21429.5,21435.0,21423.25,21426.5,1073.0
2025-01-08 06:30:00,CME_MINI:NQ1!,21426.0,21426.5,21396.75,21400.0,1902.0
2025-01-08 07:00:00,CME_MINI:NQ1!,21399.75,21401.0,21360.5,21371.0,4054.0
2025-01-08 07:30:00,CME_MINI:NQ1!,21371.5,21391.75,21366.0,21390.25,1930.0
2025-01-08 08:00:00,CME_MINI:NQ1!,21390.0,21419.5,21379.25,21394.5,4142.0
2025-01-08 08:30:00,CME_MINI:NQ1!,21392.5,21420.25,21387.5,21411.75,2594.0
2025-01-08 09:00:00,CME_MINI:NQ1!,21411.5,21433.5,21406.0,21421.5,3649.0
2025-01-08 09:30:00,CME_MINI:NQ1!,21421.75,21431.25,21411.0,21429.75,2192.0
2025-01-08 10:00:00,CME_MINI:NQ1!,21430.25,21442.25,21426.25,21436.75,2236.0
2025-01-08 10:30:00,CME_MINI:NQ1!,21436.25,21448.25,21424.0,21443.75,2340.0
2025-01-08 11:00:00,CME_MINI:NQ1!,21443.5,21448.0,21372.25,21385.75,5253.0
2025-01-08 11:30:00,CME_MINI:NQ1!,21385.0,21391.5,21284.5,21364.25,18811.0
2025-01-08 12:00:00,CME_MINI:NQ1!,21364.75,21367.0,21238.75,21250.5,14832.0
2025-01-08 12:30:00,CME_MINI:NQ1!,21251.75,21297.5,21221.5,21257.25,12493.0
2025-01-08 13:00:00,CME_MINI:NQ1!,21257.0,21388.0,21254.75,21353.25,19079.0
2025-01-08 13:30:00,CME_MINI:NQ1!,21350.0,21393.5,21314.5,21377.0,15655.0
2025-01-08 14:00:00,CME_MINI:NQ1!,21376.75,21388.0,21326.0,21356.0,13397.0
2025-01-08 14:30:00,CME_MINI:NQ1!,21355.75,21384.75,21286.0,21344.25,69805.0
2025-01-08 15:00:00,CME_MINI:NQ1!,21343.5,21406.25,21231.0,21288.75,57875.0
2025-01-08 15:30:00,CME_MINI:NQ1!,21288.5,21369.0,21277.0,21358.0,34596.0
2025-01-08 16:00:00,CME_MINI:NQ1!,21358.25,21372.0,21285.5,21335.5,26201.0
2025-01-08 16:30:00,CME_MINI:NQ1!,21336.0,21419.0,21333.5,21385.5,24663.0
2025-01-08 17:00:00,CME_MINI:NQ1!,21385.75,21387.5,21177.25,21190.5,33452.0
2025-01-08 17:30:00,CME_MINI:NQ1!,21190.75,21286.25,21166.25,21268.5,31739.0
2025-01-08 18:00:00,CME_MINI:NQ1!,21268.0,21408.0,21264.75,21383.75,32456.0
2025-01-08 18:30:00,CME_MINI:NQ1!,21384.25,21389.75,21282.0,21325.5,27862.0
2025-01-08 19:00:00,CME_MINI:NQ1!,21327.25,21431.75,21287.5,21418.0,39910.0
2025-01-08 19:30:00,CME_MINI:NQ1!,21417.75,21417.75,21317.75,21337.0,27734.0
2025-01-08 20:00:00,CME_MINI:NQ1!,21337.25,21358.5,21301.25,21348.25,19488.0
2025-01-08 20:30:00,CME_MINI:NQ1!,21348.5,21378.0,21309.0,21360.25,30354.0
2025-01-08 21:00:00,CME_MINI:NQ1!,21360.75,21389.5,21344.25,21364.5,10871.0
2025-01-08 21:30:00,CME_MINI:NQ1!,21364.0,21365.5,21306.0,21325.5,5994.0
2025-01-08 23:00:00,CME_MINI:NQ1!,21334.75,21346.75,21314.75,21341.25,1631.0
2025-01-08 23:30:00,CME_MINI:NQ1!,21340.75,21344.25,21312.75,21315.0,1781.0
2025-01-09 00:00:00,CME_MINI:NQ1!,21316.5,21324.25,21285.75,21292.75,2766.0
2025-01-09 00:30:00,CME_MINI:NQ1!,21293.5,21309.25,21271.0,21306.75,2721.0
2025-01-09 01:00:00,CME_MINI:NQ1!,21306.25,21325.0,21300.5,21323.75,2019.0
2025-01-09 01:30:00,CME_MINI:NQ1!,21323.5,21328.25,21310.0,21314.25,1738.0
2025-01-09 02:00:00,CME_MINI:NQ1!,21313.75,21344.25,21313.5,21336.75,1591.0
2025-01-09 02:30:00,CME_MINI:NQ1!,21338.0,21347.25,21331.25,21345.0,1249.0
2025-01-09 03:00:00,CME_MINI:NQ1!,21344.75,21344.75,21327.0,21337.25,964.0
2025-01-09 03:30:00,CME_MINI:NQ1!,21336.5,21343.25,21310.0,21310.75,1871.0
2025-01-09 04:00:00,CME_MINI:NQ1!,21311.0,21317.25,21293.0,21302.75,2419.0
2025-01-09 04:30:00,CME_MINI:NQ1!,21303.0,21315.25,21296.0,21310.75,1377.0
2025-01-09 05:00:00,CME_MINI:NQ1!,21310.25,21329.25,21302.25,21311.75,1515.0
2025-01-09 05:30:00,CME_MINI:NQ1!,21311.75,21327.5,21309.5,21323.0,975.0
2025-01-09 06:00:00,CME_MINI:NQ1!,21324.0,21328.75,21312.5,21324.0,1120.0
2025-01-09 06:30:00,CME_MINI:NQ1!,21324.5,21325.75,21307.0,21314.25,1032.0
2025-01-09 07:00:00,CME_MINI:NQ1!,21315.5,21316.5,21275.75,21276.0,2259.0
2025-01-09 07:30:00,CME_MINI:NQ1!,21276.5,21278.25,21241.0,21249.0,4157.0
2025-01-09 08:00:00,CME_MINI:NQ1!,21249.0,21280.75,21218.0,21279.5,5057.0
2025-01-09 08:30:00,CME_MINI:NQ1!,21279.75,21306.75,21276.25,21293.5,3768.0
2025-01-09 09:00:00,CME_MINI:NQ1!,21294.75,21302.5,21278.25,21288.5,2869.0
2025-01-09 09:30:00,CME_MINI:NQ1!,21288.75,21313.75,21283.0,21311.25,2805.0
2025-01-09 10:00:00,CME_MINI:NQ1!,21311.5,21334.5,21310.0,21321.75,2118.0
2025-01-09 10:30:00,CME_MINI:NQ1!,21321.25,21333.75,21314.25,21327.5,1885.0
2025-01-09 11:00:00,CME_MINI:NQ1!,21327.75,21328.75,21283.0,21313.25,3366.0
2025-01-09 11:30:00,CME_MINI:NQ1!,21313.75,21314.25,21276.5,21301.75,3450.0
2025-01-09 12:00:00,CME_MINI:NQ1!,21302.75,21317.75,21286.0,21291.5,2129.0
2025-01-09 12:30:00,CME_MINI:NQ1!,21290.75,21312.75,21285.75,21311.75,2391.0
2025-01-09 13:00:00,CME_MINI:NQ1!,21311.5,21331.5,21304.75,21319.25,3587.0
2025-01-09 13:30:00,CME_MINI:NQ1!,21318.75,21334.0,21293.0,21305.0,4032.0
2025-01-09 14:00:00,CME_MINI:NQ1!,21304.0,21310.25,21265.0,21301.5,6494.0
2025-01-09 23:00:00,CME_MINI:NQ1!,21302.75,21309.0,21245.5,21258.0,4102.0
2025-01-09 23:30:00,CME_MINI:NQ1!,21258.75,21258.75,21211.25,21237.5,3432.0
2025-01-10 00:00:00,CME_MINI:NQ1!,21237.0,21245.25,21179.5,21208.0,4730.0
2025-01-10 00:30:00,CME_MINI:NQ1!,21207.0,21223.5,21188.5,21196.0,2596.0
2025-01-10 01:00:00,CME_MINI:NQ1!,21197.25,21245.0,21193.75,21236.25,2558.0
2025-01-10 01:30:00,CME_MINI:NQ1!,21236.0,21257.75,21229.25,21247.5,2357.0
2025-01-10 02:00:00,CME_MINI:NQ1!,21247.25,21262.5,21237.5,21257.5,1797.0
2025-01-10 02:30:00,CME_MINI:NQ1!,21258.75,21278.75,21253.75,21273.25,1725.0
2025-01-10 03:00:00,CME_MINI:NQ1!,21274.25,21293.25,21271.75,21290.75,1809.0
2025-01-10 03:30:00,CME_MINI:NQ1!,21291.0,21314.0,21283.0,21300.75,2654.0
2025-01-10 04:00:00,CME_MINI:NQ1!,21300.5,21305.75,21281.25,21286.0,1539.0
2025-01-10 04:30:00,CME_MINI:NQ1!,21286.25,21308.5,21284.25,21302.0,1389.0
